,Job Title,Company Name,Salary Estimate,Job Position,Job Acedemic Requiremnt,Job Week Cutom Font,Job Time Cutom Font,Company Field,Company Size,min_salary,max_salary,avg_salary,avg_salary(month),week_attendence,intern_time_length,Job Position(eng),Job Acedemic Requiremnt(eng),Company Field(eng)
194,数据分析实习生——营运优化方向实习招聘-Tim Hortons实习生招聘-实习僧," 
                        Tim Hortons
                          ",100-150/天,上海,本科,5天／周,实习3个月,餐饮/酒店/旅游/娱乐,150-500,100,150,125.0,3750.0,5,3,ShangHai,Undergraduate,Dining/Hotel/Travel/Entertainment
195,数据分析实习生（研发数据岗位）实习招聘-独到科技实习生招聘-实习僧," 
                        独到科技
                          ",150-200/天,北京,硕士,5天／周,实习4个月,互联网/游戏/软件,50-150,150,200,175.0,5250.0,5,4,BeiJing,Matser,Internet/Games/Software
196,战略数据分析实习生实习招聘-NIO蔚来实习生招聘-实习僧," 
                        NIO蔚来
                          ",300/天,上海,本科,4天／周,实习3个月,汽车/机械/制造,more than 2000,300,300,300.0,9000.0,4,3,ShangHai,Undergraduate,Automotive / Machinery / Manufacturing
197,数据分析实习生实习招聘-至瀛投资实习生招聘-实习僧," 
                        至瀛投资
                          ",150-200/天,上海,硕士,5天／周,实习3个月,金融/经济/投资/财会,50-150,150,200,175.0,5250.0,5,3,ShangHai,Matser,Finance/Economy/Investment/Accounting
198,数据分析实习生（零售）实习招聘-固特异轮胎实习生招聘-实习僧," 
                        固特异轮胎
                          ",100-150/天,成都,本科,3天／周,实习3个月,化工/能源/环保,more than 2000,100,150,125.0,3750.0,3,3,ChengDu,Undergraduate,Chemical / Energy / Environmental Protection
199,数据分析实习生（到餐）实习招聘-美团实习生招聘-实习僧," 
                        美团
                          ",200-250/天,北京,不限,5天／周,实习3个月,互联网/游戏/软件,more than 2000,200,250,225.0,6750.0,5,3,BeiJing,Unlimited,Internet/Games/Software
200,数据分析岗（京东国际）实习招聘-京东实习生招聘-实习僧," 
                        京东
                          ",180-200/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,180,200,190.0,5700.0,5,3,BeiJing,Undergraduate,Internet/Games/Software
201,数据分析实习生（MJ003025）实习招聘-欢聚集团实习生招聘-实习僧," 
                        欢聚集团
                          ",100-150/天,广州,本科,4天／周,实习3个月,互联网/游戏/软件,more than 2000,100,150,125.0,3750.0,4,3,GuangZhou,Undergraduate,Internet/Games/Software
202,数据分析实习生（MJ004024）实习招聘-欢聚集团实习生招聘-实习僧," 
                        欢聚集团
                          ",100-200/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,100,200,150.0,4500.0,5,3,BeiJing,Undergraduate,Internet/Games/Software
203,数据分析实习生（MJ002950）实习招聘-欢聚集团实习生招聘-实习僧," 
                        欢聚集团
                          ",100-150/天,广州,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,100,150,125.0,3750.0,5,3,GuangZhou,Undergraduate,Internet/Games/Software
204,数据分析实习生（MJ003025）实习招聘-欢聚集团实习生招聘-实习僧," 
                        欢聚集团
                          ",100-150/天,广州,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,100,150,125.0,3750.0,5,3,GuangZhou,Undergraduate,Internet/Games/Software
205,数据分析实习生【杭州】实习招聘-数澜科技实习生招聘-实习僧," 
                        数澜科技
                          ",150-200/天,杭州,本科,5天／周,实习3个月,互联网/游戏/软件,150-500,150,200,175.0,5250.0,5,3,HangZhou,Undergraduate,Internet/Games/Software
206,数据分析实习生-上海实习招聘-晖致医药实习生招聘-实习僧," 
                        晖致医药
                          ",120-150/天,上海,本科,3天／周,实习6个月,医疗/健康/制药/生物,more than 2000,120,150,135.0,4050.0,3,6,ShangHai,Undergraduate,Medical/Health/Pharma/Bio
207,数据分析实习生(J10108)实习招聘-汇信科技实习生招聘-实习僧," 
                        汇信科技
                          ",120-150/天,杭州,本科,5天／周,实习3个月,互联网/游戏/软件,150-500,120,150,135.0,4050.0,5,3,HangZhou,Undergraduate,Internet/Games/Software
208,电商数据分析实习生实习招聘-字节跳动实习生招聘-实习僧," 
                        字节跳动
                          ",200-250/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,200,250,225.0,6750.0,5,3,BeiJing,Undergraduate,Internet/Games/Software
209,金融数据分析实习生实习招聘-智慧芽实习生招聘-实习僧," 
                        智慧芽
                          ",200-250/天,苏州,本科,3天／周,实习3个月,互联网/游戏/软件,500-2000,200,250,225.0,6750.0,3,3,SuZhou,Undergraduate,Internet/Games/Software
210,数据分析工程师实习生实习招聘-沃尔沃集团实习生招聘-实习僧," 
                        沃尔沃集团
                          ",100-120/天,天津,本科,4天／周,实习3个月,汽车/机械/制造,500-2000,100,120,110.0,3300.0,4,3,TianJin,Undergraduate,Automotive / Machinery / Manufacturing
211,商业数据分析实习生实习招聘-中粮朝阳大悦城实习生招聘-实习僧," 
                        中粮朝阳大悦城
                          ",120-180/天,北京,本科,4天／周,实习3个月,房产/家居/物业/建筑,150-500,120,180,150.0,4500.0,4,3,BeiJing,Undergraduate,real estate/home/property/construction
212,大数据分析实习生实习招聘-携程旅行实习生招聘-实习僧," 
                        携程旅行
                          ",180-200/天,上海,本科,4天／周,实习4个月,互联网/游戏/软件,more than 2000,180,200,190.0,5700.0,4,4,ShangHai,Undergraduate,Internet/Games/Software
213,IT数据分析实习生实习招聘-百胜餐饮实习生招聘-实习僧," 
                        百胜餐饮
                          ",200-300/天,上海,本科,5天／周,实习3个月,餐饮/酒店/旅游/娱乐,more than 2000,200,300,250.0,7500.0,5,3,ShangHai,Undergraduate,Dining/Hotel/Travel/Entertainment
214,IT数据分析实习生实习招聘-百胜餐饮实习生招聘-实习僧," 
                        百胜餐饮
                          ",200/天,上海,本科,4天／周,实习3个月,餐饮/酒店/旅游/娱乐,more than 2000,200,200,200.0,6000.0,4,3,ShangHai,Undergraduate,Dining/Hotel/Travel/Entertainment
215,供应链数据分析助理实习招聘-安克创新实习生招聘-实习僧," 
                        安克创新
                          ",120-150/天,深圳,本科,5天／周,实习6个月,电子/通信/硬件,more than 2000,120,150,135.0,4050.0,5,6,ShenZhen,Undergraduate,Electronics/Communications/Hardware
216,商业数据分析实习生实习招聘-哈步数据实习生招聘-实习僧," 
                        哈步数据
                          ",150-200/天,上海,本科,5天／周,实习6个月,企业服务/咨询,50-150,150,200,175.0,5250.0,5,6,ShangHai,Undergraduate,Corporate Services/Consulting
217,CRM数据分析实习生实习招聘-Judydoll橘朵实习生招聘-实习僧," 
                        Judydoll橘朵
                          ",150/天,上海,本科,3天／周,实习3个月,快消/百货/批发/零售,150-500,150,150,150.0,4500.0,3,3,ShangHai,Undergraduate,FMCG/Department/Wholesale/Retail
218,科技及数据分析实习生实习招聘-PwC 普华永道实习生招聘-实习僧," 
                        PwC 普华永道
                          ",120-180/天,北京,本科,4天／周,实习3个月,企业服务/咨询,more than 2000,120,180,150.0,4500.0,4,3,BeiJing,Undergraduate,Corporate Services/Consulting
219,商业数据分析（实习生）实习招聘-轻流实习生招聘-实习僧," 
                        轻流
                          ",150-200/天,上海,本科,3天／周,实习3个月,互联网/游戏/软件,150-500,150,200,175.0,5250.0,3,3,ShangHai,Undergraduate,Internet/Games/Software
220,财务部数据分析实习生实习招聘-哈啰出行实习生招聘-实习僧," 
                        哈啰出行
                          ",150-200/天,上海,本科,4天／周,实习6个月,互联网/游戏/软件,more than 2000,150,200,175.0,5250.0,4,6,ShangHai,Undergraduate,Internet/Games/Software
221,数据分析实习生-运营管理中心-杭州实习招聘-滴滴实习生招聘-实习僧," 
                        滴滴
                          ",200/天,杭州,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,200,200,200.0,6000.0,5,3,HangZhou,Undergraduate,Internet/Games/Software
222,数据分析实习生实习招聘-北京博为峰实习生招聘-实习僧," 
                        北京博为峰
                          ",150-300/天,天津,大专,5天／周,实习3个月,互联网/游戏/软件,150-500,150,300,225.0,6750.0,5,3,TianJin,College Diploma,Internet/Games/Software
223,数据分析助理实习招聘-51testing实习生招聘-实习僧," 
                        51testing
                          ",200/天,上海,不限,5天／周,实习3个月,互联网/游戏/软件,500-2000,200,200,200.0,6000.0,5,3,ShangHai,Unlimited,Internet/Games/Software
224,总部数据分析实习生实习招聘-优衣库实习生招聘-实习僧," 
                        优衣库
                          ",180-200/天,上海,本科,3天／周,实习3个月,快消/百货/批发/零售,more than 2000,180,200,190.0,5700.0,3,3,ShangHai,Undergraduate,FMCG/Department/Wholesale/Retail
225,国际化数据分析实习生-北京实习招聘-滴滴实习生招聘-实习僧," 
                        滴滴
                          ",200-300/天,北京,本科,4天／周,实习3个月,互联网/游戏/软件,more than 2000,200,300,250.0,7500.0,4,3,BeiJing,Undergraduate,Internet/Games/Software
226,客户运营数据分析实习生实习招聘-利宝保险实习生招聘-实习僧," 
                        利宝保险
                          ",80-120/天,重庆,不限,5天／周,实习3个月,金融/经济/投资/财会,500-2000,80,120,100.0,3000.0,5,3,ChongQing,Unlimited,Finance/Economy/Investment/Accounting
227,数据分析实习生（超脑团队）实习招聘-华住集团实习生招聘-实习僧," 
                        华住集团
                          ",120-200/天,上海,本科,5天／周,实习3个月,餐饮/酒店/旅游/娱乐,more than 2000,120,200,160.0,4800.0,5,3,ShangHai,Undergraduate,Dining/Hotel/Travel/Entertainment
228,数据分析实习生（MJ004009）实习招聘-欢聚集团实习生招聘-实习僧," 
                        欢聚集团
                          ",100-150/天,广州,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,100,150,125.0,3750.0,5,3,GuangZhou,Undergraduate,Internet/Games/Software
229,初级数据分析实习生实习招聘-彼诚传媒实习生招聘-实习僧," 
                        彼诚传媒
                          ",100-150/天,上海,本科,5天／周,实习3个月,广告/传媒/公关/展览,15-50,100,150,125.0,3750.0,5,3,ShangHai,Undergraduate,Advertising/Media/PR/Exhibition
230,数据分析实习生01实习招聘-车圈集团实习生招聘-实习僧," 
                        车圈集团
                          ",100-200/天,济南,不限,5天／周,实习3个月,互联网/游戏/软件,150-500,100,200,150.0,4500.0,5,3,JiNan,Unlimited,Internet/Games/Software
231,海外-数据产品分析实习生实习招聘-爱奇艺实习生招聘-实习僧," 
                        爱奇艺
                          ",180-250/天,北京,本科,4天／周,实习4个月,互联网/游戏/软件,more than 2000,180,250,215.0,6450.0,4,4,BeiJing,Undergraduate,Internet/Games/Software
232,海外-数据产品分析实习生实习招聘-爱奇艺实习生招聘-实习僧," 
                        爱奇艺
                          ",180-250/天,北京,本科,4天／周,实习4个月,互联网/游戏/软件,more than 2000,180,250,215.0,6450.0,4,4,BeiJing,Undergraduate,Internet/Games/Software
233,数据分析实习生-bdsh实习招聘-哈啰出行实习生招聘-实习僧," 
                        哈啰出行
                          ",150-250/天,上海,本科,5天／周,实习6个月,互联网/游戏/软件,more than 2000,150,250,200.0,6000.0,5,6,ShangHai,Undergraduate,Internet/Games/Software
234,机器学习数据分析工程师实习招聘-中国科学院网络实习生招聘-实习僧," 
                        中国科学院网络
                          ",120-180/天,北京,硕士,5天／周,实习3个月,互联网/游戏/软件,150-500,120,180,150.0,4500.0,5,3,BeiJing,Matser,Internet/Games/Software
235,数据分析工程师（实习）实习招聘-迈科金服实习生招聘-实习僧," 
                        迈科金服
                          ",100-120/天,上海,本科,4天／周,实习3个月,金融/经济/投资/财会,150-500,100,120,110.0,3300.0,4,3,ShangHai,Undergraduate,Finance/Economy/Investment/Accounting
236,安全研究员/数据分析研究员实习招聘-绿盟科技实习生招聘-实习僧," 
                        绿盟科技
                          ",120-200/天,全国,本科,4天／周,实习6个月,互联网/游戏/软件,more than 2000,120,200,160.0,4800.0,4,6,Unlimited,Undergraduate,Internet/Games/Software
237,数据分析实习生（模型开发）实习招聘-睿智合创实习生招聘-实习僧," 
                        睿智合创
                          ",150-200/天,北京,本科,5天／周,实习3个月,金融/经济/投资/财会,150-500,150,200,175.0,5250.0,5,3,BeiJing,Undergraduate,Finance/Economy/Investment/Accounting
238,数据开发与分析实习生（IT部）实习招聘-乐瑞资产实习生招聘-实习僧," 
                        乐瑞资产
                          ",200-250/天,北京,本科,5天／周,实习3个月,金融/经济/投资/财会,50-150,200,250,225.0,6750.0,5,3,BeiJing,Undergraduate,Finance/Economy/Investment/Accounting
239,数据分析实习生（战略方向）实习招聘-NIO蔚来实习生招聘-实习僧," 
                        NIO蔚来
                          ",200/天,上海,本科,5天／周,实习3个月,汽车/机械/制造,more than 2000,200,200,200.0,6000.0,5,3,ShangHai,Undergraduate,Automotive / Machinery / Manufacturing
240,数据分析实习生（供应链方向）实习招聘-NIO蔚来实习生招聘-实习僧," 
                        NIO蔚来
                          ",200/天,上海,本科,4天／周,实习3个月,汽车/机械/制造,more than 2000,200,200,200.0,6000.0,4,3,ShangHai,Undergraduate,Automotive / Machinery / Manufacturing
241,数据分析岗实习生（时尚居家）实习招聘-京东实习生招聘-实习僧," 
                        京东
                          ",100-150/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,100,150,125.0,3750.0,5,3,BeiJing,Undergraduate,Internet/Games/Software
242,数据分析实习生——平台运营部实习招聘-华住集团实习生招聘-实习僧," 
                        华住集团
                          ",100-200/天,上海,本科,3天／周,实习3个月,餐饮/酒店/旅游/娱乐,more than 2000,100,200,150.0,4500.0,3,3,ShangHai,Undergraduate,Dining/Hotel/Travel/Entertainment
243,数据分析实习生 (MJ003744)实习招聘-欢聚集团实习生招聘-实习僧," 
                        欢聚集团
                          ",100-150/天,广州,本科,3天／周,实习3个月,互联网/游戏/软件,more than 2000,100,150,125.0,3750.0,3,3,GuangZhou,Undergraduate,Internet/Games/Software
244,数据分析实习生——供应链方向实习招聘-Tim Hortons实习生招聘-实习僧," 
                        Tim Hortons
                          ",120/天,上海,不限,4天／周,实习3个月,餐饮/酒店/旅游/娱乐,150-500,120,120,120.0,3600.0,4,3,ShangHai,Unlimited,Dining/Hotel/Travel/Entertainment
245,电商平台数据分析实习生实习招聘-舍弗勒实习生招聘-实习僧," 
                        舍弗勒
                          ",180-250/天,上海,本科,5天／周,实习3个月,电子/通信/硬件,more than 2000,180,250,215.0,6450.0,5,3,ShangHai,Undergraduate,Electronics/Communications/Hardware
246,经营企划（数据分析）实习生实习招聘-森马服饰实习生招聘-实习僧," 
                        森马服饰
                          ",面议,上海,不限,5天／周,实习3个月,农林牧渔/其他,more than 2000,0,0,0.0,0.0,5,3,ShangHai,Unlimited,Agriculture/Other
247,US游戏数据分析实习生实习招聘-点点互动实习生招聘-实习僧," 
                        点点互动
                          ",200-300/天,广州,本科,5天／周,实习6个月,互联网/游戏/软件,500-2000,200,300,250.0,7500.0,5,6,GuangZhou,Undergraduate,Internet/Games/Software
248,统计学-数据分析实习生实习招聘-优渥瑞新材料实习生招聘-实习僧," 
                        优渥瑞新材料
                          ",200-250/天,苏州,本科,5天／周,实习4个月,互联网/游戏/软件,less than 15,200,250,225.0,6750.0,5,4,SuZhou,Undergraduate,Internet/Games/Software
249,Data Analyst Intern 数据分析实习生实习招聘-汉高（中国）实习生招聘-实习僧," 
                        汉高（中国）
                          ",100-120/天,上海,本科,4天／周,实习3个月,化工/能源/环保,more than 2000,100,120,110.0,3300.0,4,3,ShangHai,Undergraduate,Chemical / Energy / Environmental Protection
250,数据开发/分析/运营实习生实习招聘-滴滴实习生招聘-实习僧," 
                        滴滴
                          ",150-250/天,北京,本科,4天／周,实习3个月,互联网/游戏/软件,more than 2000,150,250,200.0,6000.0,4,3,BeiJing,Undergraduate,Internet/Games/Software
251,数据分析实习生实习招聘-润合科技实习生招聘-实习僧," 
                        润合科技
                          ",250-300/天,青岛,大专,5天／周,实习4个月,互联网/移动互联网/电子商务,50-150,250,300,275.0,8250.0,5,4,QingDao,College Diploma,Internet/Mobile Internet/E-commerce
252,数据分析实习生（风险策略部）-北京实习招聘-滴滴实习生招聘-实习僧," 
                        滴滴
                          ",200-300/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,200,300,250.0,7500.0,5,3,BeiJing,Undergraduate,Internet/Games/Software
253,字节跳动—数据分析实习生实习招聘-字节跳动实习生招聘-实习僧," 
                        字节跳动
                          ",150-200/天,上海,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,150,200,175.0,5250.0,5,3,ShangHai,Undergraduate,Internet/Games/Software
254,客户端数据分析实习生-【数据治理方向】实习招聘-快手实习生招聘-实习僧," 
                        快手
                          ",300-400/天,北京,不限,5天／周,实习6个月,互联网/游戏/软件,more than 2000,300,400,350.0,10500.0,5,6,BeiJing,Unlimited,Internet/Games/Software
255,深圳华为系统数据分析实习生实习招聘-索迪斯实习生招聘-实习僧," 
                        索迪斯
                          ",100-150/天,深圳,大专,5天／周,实习3个月,企业服务/咨询,more than 2000,100,150,125.0,3750.0,5,3,ShenZhen,College Diploma,Corporate Services/Consulting
256,数据分析（商业分析）实习招聘-常裕金控实习生招聘-实习僧," 
                        常裕金控
                          ",120-180/天,杭州,硕士,4天／周,实习3个月,金融/经济/投资/财会,150-500,120,180,150.0,4500.0,4,3,HangZhou,Matser,Finance/Economy/Investment/Accounting
257,大数据分析实习生实习招聘-旸谷创投实习生招聘-实习僧," 
                        旸谷创投
                          ",150-180/天,上海,硕士,3天／周,实习3个月,金融/经济/投资/财会,50-150,150,180,165.0,4950.0,3,3,ShangHai,Matser,Finance/Economy/Investment/Accounting
258,数据分析实习生-策略与效率实习招聘-字节跳动实习生招聘-实习僧," 
                        字节跳动
                          ",150-200/天,北京,不限,4天／周,实习4个月,互联网/游戏/软件,more than 2000,150,200,175.0,5250.0,4,4,BeiJing,Unlimited,Internet/Games/Software
259,数据分析实习生实习招聘-博雅数智实习生招聘-实习僧," 
                        博雅数智
                          ",200-300/天,北京,本科,4天／周,实习3个月,教育/培训,less than 15,200,300,250.0,7500.0,4,3,BeiJing,Undergraduate,Education/Training
260,数据分析实习生-平台运营部-北京实习招聘-滴滴实习生招聘-实习僧," 
                        滴滴
                          ",200-300/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,200,300,250.0,7500.0,5,3,BeiJing,Undergraduate,Internet/Games/Software
261,留学App数据分析实习生实习招聘-指南者留学实习生招聘-实习僧," 
                        指南者留学
                          ",100-150/天,全国,本科,3天／周,实习3个月,教育/培训,50-150,100,150,125.0,3750.0,3,3,Unlimited,Undergraduate,Education/Training
262,数据分析实习生（python&sql方向）实习招聘-聚数云海实习生招聘-实习僧," 
                        聚数云海
                          ",80-150/天,成都,本科,5天／周,实习3个月,教育/培训,15-50,80,150,115.0,3450.0,5,3,ChengDu,Undergraduate,Education/Training
263,留学App数据分析实习生实习招聘-指南者教育实习生招聘-实习僧," 
                        指南者教育
                          ",100-150/天,全国,本科,3天／周,实习3个月,教育/培训,50-150,100,150,125.0,3750.0,3,3,Unlimited,Undergraduate,Education/Training
264,留学App数据分析实习生实习招聘-指南者教育实习生招聘-实习僧," 
                        指南者教育
                          ",100-150/天,全国,本科,3天／周,实习3个月,教育/培训,50-150,100,150,125.0,3750.0,3,3,Unlimited,Undergraduate,Education/Training
265,留学App数据分析实习生实习招聘-compassedu指南者教育实习生招聘-实习僧," 
                        compassedu指南者教育
                          ",100-150/天,全国,本科,3天／周,实习3个月,教育/培训,50-150,100,150,125.0,3750.0,3,3,Unlimited,Undergraduate,Education/Training
266,网约车数据分析实习生（平台治理部）-北京实习招聘-滴滴实习生招聘-实习僧," 
                        滴滴
                          ",200-300/天,北京,本科,5天／周,实习4个月,互联网/游戏/软件,more than 2000,200,300,250.0,7500.0,5,4,BeiJing,Undergraduate,Internet/Games/Software
267,数据分析实习生-国际化广告产品实习招聘-字节跳动实习生招聘-实习僧," 
                        字节跳动
                          ",150-200/天,北京,本科,5天／周,实习4个月,互联网/游戏/软件,more than 2000,150,200,175.0,5250.0,5,4,BeiJing,Undergraduate,Internet/Games/Software
268,小荷医生-数据分析实习生-北京实习招聘-字节跳动实习生招聘-实习僧," 
                        字节跳动
                          ",150-180/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,150,180,165.0,4950.0,5,3,BeiJing,Undergraduate,Internet/Games/Software
269,短视频国际化数据分析实习生实习招聘-字节跳动实习生招聘-实习僧," 
                        字节跳动
                          ",200/天,上海,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,200,200,200.0,6000.0,5,3,ShangHai,Undergraduate,Internet/Games/Software
270,快手-政府事务数据分析实习生实习招聘-快手实习生招聘-实习僧," 
                        快手
                          ",180-200/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,180,200,190.0,5700.0,5,3,BeiJing,Undergraduate,Internet/Games/Software
271,数据分析实习生（Digital hub）实习招聘-欧莱雅-百库电商实习生招聘-实习僧," 
                        欧莱雅-百库电商
                          ",120/天,广州,本科,5天／周,实习5个月,互联网/游戏/软件,500-2000,120,120,120.0,3600.0,5,5,GuangZhou,Undergraduate,Internet/Games/Software
272,投研咨询团队-数据分析实习生实习招聘-平安科技实习生招聘-实习僧," 
                        平安科技
                          ",200-300/天,上海,本科,4天／周,实习3个月,互联网/游戏/软件,more than 2000,200,300,250.0,7500.0,4,3,ShangHai,Undergraduate,Internet/Games/Software
273,BA Intern（数据分析SQL）实习招聘-OTYPE实习生招聘-实习僧," 
                        OTYPE
                          ",100-150/天,上海,本科,5天／周,实习3个月,企业服务/咨询,150-500,100,150,125.0,3750.0,5,3,ShangHai,Undergraduate,Corporate Services/Consulting
274,亚马逊广告优化师-偏数据分析岗实习招聘-上海奥深实习生招聘-实习僧," 
                        上海奥深
                          ",150-200/天,上海,本科,5天／周,实习3个月,互联网/游戏/软件,50-150,150,200,175.0,5250.0,5,3,ShangHai,Undergraduate,Internet/Games/Software
275,上海2022届数据分析实习生实习招聘-埃维诺实习生招聘-实习僧," 
                        埃维诺
                          ",150-200/天,上海,本科,4天／周,实习6个月,互联网/游戏/软件,more than 2000,150,200,175.0,5250.0,4,6,ShangHai,Undergraduate,Internet/Games/Software
276,游戏运营实习生（数据分析方向）实习招聘-藤蔓实习生招聘-实习僧," 
                        藤蔓
                          ",150-250/天,深圳,不限,5天／周,实习3个月,互联网/游戏/软件,50-150,150,250,200.0,6000.0,5,3,ShenZhen,Unlimited,Internet/Games/Software
277,金融数据校验实习生实习招聘-文因互联实习生招聘-实习僧," 
                        文因互联
                          ",120-180/天,合肥,大专,5天／周,实习3个月,互联网/游戏/软件,50-150,120,180,150.0,4500.0,5,3,HeFei,College Diploma,Internet/Games/Software
278,数据分析专员  实习招聘-喀斯玛商城实习生招聘-实习僧," 
                        喀斯玛商城
                          ",400/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,150-500,400,400,400.0,12000.0,5,3,BeiJing,Undergraduate,Internet/Games/Software
279,数据分析实习生实习招聘-贝塔斯曼欧唯特实习生招聘-实习僧," 
                        贝塔斯曼欧唯特
                          ",150/天,上海,不限,3天／周,实习3个月,广告/传媒/公关/展览,more than 2000,150,150,150.0,4500.0,3,3,ShangHai,Unlimited,Advertising/Media/PR/Exhibition
280,数据分析实习生实习招聘-云南361实习生招聘-实习僧," 
                        云南361
                          ",150-300/天,上海,本科,5天／周,实习3个月,快消/百货/批发/零售,150-500,150,300,225.0,6750.0,5,3,ShangHai,Undergraduate,FMCG/Department/Wholesale/Retail
281,数据分析实习生实习招聘-济地金融实习生招聘-实习僧," 
                        济地金融
                          ",120-150/天,上海,硕士,5天／周,实习3个月,金融/经济/投资/财会,150-500,120,150,135.0,4050.0,5,3,ShangHai,Matser,Finance/Economy/Investment/Accounting
282,数据分析实习生实习招聘-雨诉投资实习生招聘-实习僧," 
                        雨诉投资
                          ",200-300/天,上海,硕士,5天／周,实习3个月,金融/经济/投资/财会,50-150,200,300,250.0,7500.0,5,3,ShangHai,Matser,Finance/Economy/Investment/Accounting
283,数据分析实习生实习招聘-前诚科技 QuinTech实习生招聘-实习僧," 
                        前诚科技 QuinTech
                          ",100-180/天,北京,硕士,5天／周,实习3个月,互联网/游戏/软件,50-150,100,180,140.0,4200.0,5,3,BeiJing,Matser,Internet/Games/Software
284,数据分析实习生实习招聘-火盈投资实习生招聘-实习僧," 
                        火盈投资
                          ",180-250/天,上海,硕士,5天／周,实习3个月,金融/经济/投资/财会,50-150,180,250,215.0,6450.0,5,3,ShangHai,Matser,Finance/Economy/Investment/Accounting
285,数据分析实习生实习招聘-欧念实习生招聘-实习僧," 
                        欧念
                          ",120-180/天,广州,硕士,5天／周,实习3个月,快消/百货/批发/零售,50-150,120,180,150.0,4500.0,5,3,GuangZhou,Matser,FMCG/Department/Wholesale/Retail
286,数据分析实习生实习招聘-桢诚投资实习生招聘-实习僧," 
                        桢诚投资
                          ",120-150/天,杭州,硕士,5天／周,实习3个月,金融/经济/投资/财会,150-500,120,150,135.0,4050.0,5,3,HangZhou,Matser,Finance/Economy/Investment/Accounting
287,数据分析实习生实习招聘-城市估价实习生招聘-实习僧," 
                        城市估价
                          ",300/天,上海,本科,5天／周,实习12个月,农林牧渔/其他,150-500,300,300,300.0,9000.0,5,12,ShangHai,Undergraduate,Agriculture/Other
288,数据分析实习生实习招聘-致成电子实习生招聘-实习僧," 
                        致成电子
                          ",150-200/天,上海,不限,5天／周,实习3个月,互联网/游戏/软件,150-500,150,200,175.0,5250.0,5,3,ShangHai,Unlimited,Internet/Games/Software
289,数据分析实习生实习招聘-NIO蔚来实习生招聘-实习僧," 
                        NIO蔚来
                          ",200/天,上海,本科,5天／周,实习3个月,汽车/机械/制造,more than 2000,200,200,200.0,6000.0,5,3,ShangHai,Undergraduate,Automotive / Machinery / Manufacturing
290,腾讯在线视频BU - 数据分析实习招聘-腾讯PCG实习生招聘-实习僧," 
                        腾讯PCG
                          ",120/天,深圳,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,120,120,120.0,3600.0,5,3,ShenZhen,Undergraduate,Internet/Games/Software
291,数据分析实习生实习招聘-吉利汽车实习生招聘-实习僧," 
                        吉利汽车
                          ",120-150/天,湖州,本科,5天／周,实习3个月,汽车/机械/制造,more than 2000,120,150,135.0,4050.0,5,3,HuZhou,Undergraduate,Automotive / Machinery / Manufacturing
292,Business Analyst 数据分析实习生实习招聘-贝塔斯曼欧唯特实习生招聘-实习僧," 
                        贝塔斯曼欧唯特
                          ",150-180/天,上海,本科,4天／周,实习4个月,广告/传媒/公关/展览,more than 2000,150,180,165.0,4950.0,4,4,ShangHai,Undergraduate,Advertising/Media/PR/Exhibition
293,数据分析管培生（2022届校招）实习招聘-Babycare实习生招聘-实习僧," 
                        Babycare
                          ",面议,杭州,本科,5天／周,实习12个月,互联网/游戏/软件,more than 2000,0,0,0.0,0.0,5,12,HangZhou,Undergraduate,Internet/Games/Software
294,滴滴出行国际化业务数据分析实习生实习招聘-滴滴实习生招聘-实习僧," 
                        滴滴
                          ",200-300/天,北京,本科,5天／周,实习4个月,互联网/游戏/软件,more than 2000,200,300,250.0,7500.0,5,4,BeiJing,Undergraduate,Internet/Games/Software
295,数据分析实习生（安全产品技术部）软件工程实习招聘-滴滴实习生招聘-实习僧," 
                        滴滴
                          ",200-300/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,200,300,250.0,7500.0,5,3,BeiJing,Undergraduate,Internet/Games/Software
296,金融数据校验实习生实习招聘-文因互联实习生招聘-实习僧," 
                        文因互联
                          ",120-180/天,合肥,大专,5天／周,实习3个月,互联网/游戏/软件,50-150,120,180,150.0,4500.0,5,3,HeFei,College Diploma,Internet/Games/Software
297,WIS数据分析实习生实习招聘-凡岛网络实习生招聘-实习僧," 
                        凡岛网络
                          ",120-150/天,广州,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,120,150,135.0,4050.0,5,3,GuangZhou,Undergraduate,Internet/Games/Software
